Super_Gemeindename;Erststimmen;AfD - Erststimmen;%AFD
Jena, Stadt;67452;12684;18.80448318804483
Jenalöbnitz;108;42;38.888888888888886
Jengen;1788;310;17.337807606263983
Jerichow, Stadt;4451;1930;43.361042462368005
Jerrishoe;571;118;20.665499124343256
Jersbek;914;157;17.177242888402628
Jerxheim;508;135;26.5748031496063
Jesberg;1523;310;20.35456336178595
Jesendorf;244;129;52.868852459016395
Jesenwang;1074;146;13.594040968342645
Jesewitz;2142;882;41.1764705882353
Jessen (Elster), Stadt;8825;3464;39.25212464589235
Jesteburg;3711;516;13.904607922392886
Jestetten;2651;612;23.085628064881178
Jettenbach;807;193;23.915737298636927
Jettingen;4620;997;21.58008658008658
Jettingen-Scheppach, M;4208;1063;25.261406844106464
Jetzendorf;2134;412;19.306466729147143
Jevenstedt;1780;370;20.786516853932586
Jever, Stadt;10216;1442;14.115113547376664
Joachimsthal, Stadt;2062;895;43.40446168768186
Jockgrim;2042;567;27.766895200783544
Johannesberg;2765;440;15.913200723327305
Johanngeorgenstadt, Stadt;2290;1199;52.35807860262009
Johanniskirchen;1609;374;23.24425108763207
Joldelund (einschl. Kolkerheide);471;89;18.89596602972399
Jonaswalde;198;96;48.484848484848484
Jonsdorf, Kurort;714;346;48.4593837535014
Jork;7727;1139;14.740520253656012
Jossgrund;2381;445;18.68962620747585
Jucken (einschl. Kickeshausen);62;10;16.129032258064516
Jugenheim in Rheinhessen;1117;136;12.175470008952551
Juist, Inselgemeinde;670;65;9.701492537313433
Julbach;1539;315;20.46783625730994
Juliusburg;105;30;28.571428571428573
Jungingen;928;255;27.478448275862068
Jämlitz-Klein Düben;259;178;68.72586872586872
Jänschwalde/Janšojce;856;489;57.126168224299064
Jöhstadt, Stadt;1737;954;54.92227979274612
Jördenstorf;454;225;49.559471365638764
Jörl;423;94;22.22222222222222
Jübar;1063;465;43.74412041392286
Jübek;1443;277;19.196119196119195
Jüchen, Stadt;15548;2891;18.594031386673528
Jühnde;538;79;14.684014869888475
Jülich, Stadt;20370;3422;16.799214531173295
Jünkerath;439;111;25.284738041002278
Jürgenshagen;363;173;47.65840220385675
Jürgenstorf;384;155;40.364583333333336
Jüterbog, Stadt;7778;3201;41.15453844175881
Kaaks;249;33;13.25301204819277
Kaarst, Stadt;27674;3474;12.553299125532991
Kabelhorst;217;38;17.51152073732719
Kabelsketal;5849;2514;42.98170627457685
Kaden;202;67;33.16831683168317
Kadenbach;471;91;19.32059447983015
Kahl a.Main;5468;955;17.46525237746891
Kahla, Stadt;4141;1722;41.584158415841586
Kaifenheim;265;32;12.075471698113208
Kail;129;18;13.953488372093023
Kaisborstel;35;4;11.428571428571429
Kaiser-Wilhelm-Koog;177;28;15.819209039548022
Kaiserpfalz;1004;463;46.11553784860558
Kaisersbach;1578;378;23.954372623574145
Kaisersesch, Stadt;895;334;37.31843575418994
Kaiserslautern, Stadt;51504;12771;24.796132339235786
Kaisheim, M;2494;460;18.444266238973537
Kakenstorf;767;154;20.078226857887874
Kalbach;4382;1222;27.886809675947056
Kalbe;360;71;19.72222222222222
Kalbe (Milde), Stadt;4637;1836;39.59456545180073
Kalbsrieth;330;155;46.96969696969697
Kalchreuth;2234;274;12.264995523724261
Kalefeld;4308;895;20.775301764159703
Kalenborn;328;54;16.463414634146343
Kalenborn-Scheuern;141;53;37.5886524822695
Kalkar, Stadt;8660;1609;18.579676674364897
Kalkhorst;873;342;39.175257731958766
Kalkofen;65;12;18.46153846153846
Kall;7381;1574;21.325023709524455
Kalletal;8642;2188;25.31821337653321
Kallmünz, M;1989;352;17.69733534439417
Kallstadt;831;96;11.552346570397113
Kalt;171;41;23.976608187134502
Kaltenborn;130;31;23.846153846153847
Kaltenengers;1320;236;17.87878787878788
Kaltenholzhausen;229;68;29.694323144104803
Kaltenkirchen, Stadt;13242;2822;21.310980214469115
Kaltennordheim, Stadt;2886;1182;40.95634095634096
Kaltental, M;1226;225;18.35236541598695
Kalübbe;345;68;19.71014492753623
Kamen, Stadt;26655;4932;18.50309510410805
Kamenz / Kamjenc, Stadt;10203;4780;46.84896599039498
Kamern;783;300;38.31417624521073
Kammeltal;2247;647;28.793947485536272
Kammerforst;524;224;42.74809160305343
Kammerstein;2106;415;19.70560303893637
Kamminke;116;70;60.3448275862069
Kammlach;1288;347;26.940993788819874
Kamp-Bornhofen;369;59;15.989159891598916
Kamp-Lintfort, Stadt;21159;4680;22.11824755423224
Kampen (Sylt);199;15;7.5376884422110555
Kandel, Stadt;2923;660;22.57954156688334
Kandern, Stadt;4986;839;16.82711592458885
Kankelau;120;21;17.5
Kanzach;262;64;24.427480916030536
Kanzem;244;39;15.98360655737705
Kapellen-Drusweiler;347;96;27.665706051873197
Kapellendorf;246;82;33.333333333333336
Kaperich;87;14;16.091954022988507
Kappel;194;50;25.77319587628866
Kappel-Grafenhausen;3170;612;19.305993690851736
Kappeln;112;17;15.178571428571429
Kappeln, Stadt;5932;867;14.615643964935941
Kappelrodeck;3836;818;21.32429614181439
Kapsweyer;295;82;27.796610169491526
Karbach;189;38;20.105820105820104
Karbach, M;977;180;18.42374616171955
Karben, Stadt;13876;2102;15.148457768809456
Karby;264;44;16.666666666666668
Karenz;129;46;35.65891472868217
Kargow;324;164;50.617283950617285
Karl;83;29;34.93975903614458
Karlsbad;9995;1699;16.998499249624814
Karlsburg;907;482;53.14222712238148
Karlsdorf;60;42;70.0
Karlsdorf-Neuthard;6578;1384;21.03982973548191
Karlsfeld;10733;1489;13.873101649119539
Karlshagen, Ostseebad;1297;651;50.19275250578257
Karlshausen (einschl. Leimbach, Scheitenkorb, Sevenig und Zweifelscheid);164;24;14.634146341463415
Karlshuld;3906;975;24.961597542242703
Karlskron;3381;803;23.750369713102632
Karlsruhe, Stadt;167430;22986;13.728722451173624
Karlstadt, St;9645;1157;11.99585277345775
Karlstein a.Main;5155;893;17.322987390882638
Karlum;113;14;12.389380530973451
Karnin;147;70;47.61904761904762
Karolinenkoog;81;17;20.987654320987655
Karrenzin;297;151;50.841750841750844
Karsbach;1245;253;20.32128514056225
Karsdorf;846;344;40.66193853427896
Karstädt;4087;1751;42.8431612429655
Karwitz;363;45;12.396694214876034
Kasbach-Ohlenberg;438;81;18.493150684931507
Kaschenbach (in Alsdorf enthalten);0;0;
Kasdorf;114;27;23.68421052631579
Kasel;353;44;12.464589235127479
Kasel-Golzig;360;154;42.77777777777778
Kasendorf, M;1707;319;18.687756297598124
Kasseburg;350;79;22.571428571428573
Kasseedorf;757;183;24.17437252311757
Kassel, documenta-Stadt;105803;15591;14.735877054525863
Kassow;218;95;43.57798165137615
Kastel-Staadt;135;38;28.14814814814815
Kastellaun, Stadt;1545;586;37.92880258899677
Kastl;2911;599;20.577121264170387
Kastl, M;1690;308;18.224852071005916
Kastorf;610;150;24.59016393442623
Katharinenheerd;97;13;13.402061855670103
Katlenburg-Lindau;4893;968;19.783363989372575
Kattendorf;442;87;19.683257918552037
Katzenbach;332;87;26.204819277108435
Katzenelnbogen, Stadt;679;167;24.59499263622975
Katzhütte;647;406;62.75115919629057
Katzow;294;135;45.91836734693877
Katzweiler;1208;310;25.662251655629138
Katzwinkel;57;18;31.57894736842105
Katzwinkel (Sieg);1223;271;22.158626328699917
Kaub, Stadt;256;43;16.796875
Kauern;274;146;53.284671532846716
Kaufbeuren;24436;5802;23.743656899656244
Kaufering, M;6314;1100;17.421602787456447
Kaufungen;8543;1480;17.32412501463186
Kaulsdorf;1386;765;55.1948051948052
Kausen;270;70;25.925925925925927
Kayhude;675;138;20.444444444444443
Kefenrod;1739;504;28.982173663024728
Kehl, Stadt;17855;4487;25.130215625875106
Kehlbach;76;13;17.105263157894736
Kehmstedt;258;95;36.82170542635659
Kehrig;463;125;26.997840172786177
Keidelheim;158;27;17.088607594936708
Keila (in Ziegenbrück enthalten);0;0;
Kelberg;570;126;22.105263157894736
Kelbra (Kyffhäuser), Stadt;2107;922;43.75889890840057
Kelheim, St;9490;2146;22.61327713382508
Kelkheim (Taunus), Stadt;17377;2238;12.879093054036945
Kell am See;703;143;20.34139402560455
Kella;268;114;42.53731343283582
Kellenbach (einschl. Königsau);140;31;22.142857142857142
Kellenhusen (Ostsee);527;86;16.31878557874763
Kellinghusen, Stadt (einschl. Störkathen);3671;904;24.62544265867611
Kellmünz a.d.Iller, M;918;256;27.886710239651418
Kelsterbach, Stadt;7099;1190;16.762924355543035
Keltern;5906;1314;22.248560785641722
Kemberg, Stadt;6534;2429;37.17477808386899
Kemmenau;224;49;21.875
Kemmern;1851;445;24.04105888708806
Kemnath, St;3668;838;22.846237731733915
Kemnitz;615;296;48.13008130081301
Kempen, Stadt;22882;3269;14.286338606765144
Kempenich;664;149;22.43975903614458
Kempfeld;337;96;28.486646884272997
Kempten (Allgäu);37887;7564;19.96463166785441
Kenn;942;164;17.409766454352443
Kentzlin;115;40;34.78260869565217
Kenz-Küstrow;285;139;48.771929824561404
Kenzingen, Stadt;6429;1141;17.74770570850832
Keppeshausen (in Übereisenbach enthalten);0;0;
Kerben;189;40;21.164021164021165
Kerken;8686;1307;15.04720239465807
Kernen im Remstal;9037;1376;15.226291911032423
Kerpen (Eifel);175;43;24.571428571428573
Kerpen, Kolpingstadt;38900;6890;17.712082262210796
Kerschenbach;74;19;25.675675675675677
Kerzenheim;1431;331;23.13067784765898
Kescheid;76;12;15.789473684210526
Kesfeld;32;6;18.75
Kesseling;220;38;17.272727272727273
Kesten;140;21;15.0
Kestert;161;41;25.46583850931677
Ketsch;8171;1795;21.967935381226287
Kettenhausen;96;36;37.5
Kettenheim;164;30;18.29268292682927
Kettenkamp;861;186;21.60278745644599
Kettershausen;1246;352;28.25040128410915
Kettig;2275;445;19.560439560439562
Ketzin/Havel, Stadt;4472;1513;33.83273703041145
Kevelaer, Stadt;17022;2404;14.122899776759487
Kickeshausen (in Jucken enthalten);0;0;
Kiebitzreihe;1192;241;20.21812080536913
Kiedrich;2625;312;11.885714285714286
Kiefersfelden;4054;770;18.993586581154414
Kiel, Landeshauptstadt;150678;16402;10.885464367724552
Kienberg;946;170;17.970401691331922
Kierspe, Stadt;9080;2442;26.894273127753305
Kieselbronn;1905;457;23.989501312335957
Kieve;85;14;16.470588235294116
Kiliansroda;124;48;38.70967741935484
Kindelbrück;1988;1168;58.75251509054326
Kindenheim;373;98;26.273458445040216
Kinderbeuern;387;126;32.55813953488372
Kinding, M;1749;267;15.265866209262436
Kindsbach;1535;355;23.127035830618894
Kinheim;265;47;17.735849056603772
Kinsau;755;112;14.834437086092715
Kinzenburg (in Lünebach enthalten);0;0;
Kipfenberg, M;3542;730;20.609824957651046
Kippenheim;3146;724;23.013350286077557
Kirburg;230;85;36.95652173913044
Kirch Jesar;346;155;44.797687861271676
Kirchanschöring;2216;409;18.45667870036101
Kirchardt;3069;1013;33.007494297816876
Kirchbarkau;453;55;12.141280353200884
Kirchberg;731;193;26.40218878248974
Kirchberg (Hunsrück), Stadt;1327;550;41.446872645064055
Kirchberg an der Iller;1262;314;24.881141045958795
Kirchberg an der Jagst, Stadt;2522;588;23.31482950039651
Kirchberg an der Murr;2495;633;25.370741482965933
Kirchberg i.Wald;2994;964;32.197728790915164
Kirchberg, Stadt;5101;2290;44.893158204273675
Kirchbrak;409;100;24.449877750611247
Kirchdorf;2485;454;18.269617706237426
Kirchdorf a.Inn;3413;710;20.802812774685027
Kirchdorf a.d.Amper;2148;316;14.711359404096834
Kirchdorf an der Iller;2360;779;33.00847457627118
Kirchdorf i.Wald;1412;504;35.69405099150141
Kirchehrenbach;1553;254;16.355441081777204
Kircheib;253;82;32.41106719367589
Kirchen (Sieg), Stadt;5349;1020;19.068984856982613
Kirchendemenreuth;629;123;19.554848966613672
Kirchenlamitz, St;2150;497;23.11627906976744
Kirchenpingarten;940;235;25.0
Kirchensittenbach;1457;238;16.33493479752917
Kirchentellinsfurt;3544;420;11.851015801354402
Kirchenthumbach, M;2248;460;20.462633451957295
Kirchgandern;366;120;32.78688524590164
Kirchgellersen;1215;187;15.390946502057613
Kirchhain, Stadt;10321;2095;20.298420695669023
Kirchham;1455;317;21.786941580756015
Kirchhaslach;859;317;36.90337601862631
Kirchheilingen;426;170;39.906103286384976
Kirchheim;3783;821;21.702352630187683
Kirchheim am Neckar;2971;547;18.411309323460113
Kirchheim am Ries;1170;300;25.641025641025642
Kirchheim an der Weinstraße;684;161;23.538011695906434
Kirchheim b.München;8283;852;10.286128214415067
Kirchheim i.Schw., M;1659;431;25.97950572634117
Kirchheim unter Teck, Stadt;22761;4024;17.67936382408506
Kirchheimbolanden, Stadt;4334;1110;25.61144439317028
Kirchhundem;7516;1176;15.646620542841937
Kirchlauter;889;0;0.0
Kirchlengern;10493;2489;23.720575621843132
Kirchlinteln;7084;1243;17.546583850931675
Kirchnüchel;110;13;11.818181818181818
Kirchroth;2787;686;24.61428058844636
Kirchsahr;138;31;22.463768115942027
Kirchseelte;610;127;20.81967213114754
Kirchseeon, M;5606;810;14.448804851944345
Kirchtimke;494;78;15.789473684210526
Kirchwald;374;103;27.540106951871657
Kirchwalsede;688;95;13.80813953488372
Kirchweidach;1714;310;18.08634772462077
Kirchweiler;141;29;20.56737588652482
Kirchworbis;633;242;38.23064770932069
Kirchzarten;7169;605;8.439112846980054
Kirchzell, M;1502;211;14.047936085219707
Kirf;202;50;24.752475247524753
Kirkel;7013;1112;15.856266932839013
Kirn, Stadt;2817;1109;39.36812211572595
Kirrweiler;77;24;31.16883116883117
Kirrweiler (Pfalz);611;126;20.621931260229132
Kirsbach (in Drees enthalten);0;0;
Kirschkau;126;67;53.17460317460318
Kirschroth;144;9;6.25
Kirschweiler;416;105;25.240384615384617
Kirtorf, Stadt;2130;539;25.305164319248828
Kisdorf;1869;401;21.455323702514715
Kisselbach;209;50;23.923444976076556
Kissenbrück;878;152;17.312072892938495
Kissing;7368;1429;19.394679695982628
Kist;1780;349;19.60674157303371
Kittendorf;139;66;47.48201438848921
Kittlitz;142;43;30.281690140845072
Kitzingen, GKSt;11639;2447;21.024142967608903
Kitzscher, Stadt;3293;1423;43.21287579714546
Kißlegg;5849;993;16.977261070268423
Klamp;317;54;17.034700315457414
Klanxbüll;468;92;19.65811965811966
Klappholz;273;69;25.274725274725274
Klausdorf;389;161;41.38817480719794
Klausen;455;85;18.681318681318682
Klein Barkau;162;17;10.493827160493828
Klein Belitz;438;218;49.77168949771689
Klein Bennebek;311;66;21.221864951768488
Klein Berßen;649;85;13.097072419106317
Klein Bünzow;366;225;61.47540983606557
Klein Gladebrügge;346;76;21.965317919075144
Klein Meckelsen;572;116;20.27972027972028
Klein Nordende;1757;244;13.887307911212293
Klein Offenseth-Sparrieshoop;1541;289;18.754055807916938
Klein Pampau;343;80;23.323615160349853
Klein Rheide;201;32;15.92039800995025
Klein Rogahn;713;289;40.532959326788216
Klein Rönnau;1035;182;17.584541062801932
Klein Trebbow;505;215;42.57425742574257
Klein Upahl;130;52;40.0
Klein Vielen;341;161;47.21407624633431
Klein Wesenberg;429;82;19.114219114219114
Klein Wittensee;126;25;19.841269841269842
Klein Zecher;134;20;14.925373134328359
Klein-Winternheim;2428;257;10.584843492586492
Kleinaitingen;910;199;21.86813186813187
Kleinblittersdorf;7293;1353;18.552036199095024
Kleinbockedra (in Großbockedra enthalten);0;0;
Kleinbundenbach;182;41;22.52747252747253
Kleinebersdorf;124;63;50.806451612903224
Kleines Wiesental;1885;447;23.713527851458885
Kleineutersdorf;194;85;43.81443298969072
Kleinfischlingen;142;31;21.830985915492956
Kleinfurra;590;281;47.6271186440678
Kleinheubach, M;2057;566;27.51579970831308
Kleinich;283;55;19.434628975265017
Kleinkahl;1271;251;19.74822974036192
Kleinkarlbach;301;58;19.269102990033222
Kleinlangenfeld;71;24;33.80281690140845
Kleinlangheim, M;1117;246;22.023276633840645
Kleinmachnow;13839;1529;11.048486162294964
Kleinmaischeid;483;158;32.71221532091097
Kleinmölsen;205;99;48.292682926829265
Kleinneuhausen;240;125;52.083333333333336
Kleinniedesheim;296;75;25.33783783783784
Kleinostheim;5122;943;18.410777040218665
Kleinrinderfeld;1339;256;19.118745332337564
Kleinschwabhausen;131;51;38.93129770992366
Kleinsendelbach;1070;169;15.794392523364486
Kleinsteinhausen;276;96;34.78260869565217
Kleinwallstadt, M;3663;686;18.72781872781873
Klempau;342;62;18.128654970760234
Kletkamp;52;13;25.0
Klettbach;742;286;38.544474393531
Klettgau;4299;799;18.58571760874622
Kletzin;402;212;52.7363184079602
Kleve;233;52;22.317596566523605
Kleve (einschl. Moorhusen);361;77;21.329639889196677
Kleve, Stadt;25855;4361;16.867143685940825
Kleßen-Görne;200;92;46.0
Kliding;99;20;20.2020202020202
Klietz;1024;451;44.04296875
Klingelbach;275;67;24.363636363636363
Klingenberg;4374;2296;52.491998171010515
Klingenberg a.Main, St;3397;749;22.048866647041507
Klingenmünster;682;119;17.44868035190616
Klingenthal, Stadt;4897;2270;46.354911170104145
Klink;569;222;39.015817223198596
Klinkrade;334;72;21.55688622754491
Klipphausen;6995;3327;47.56254467476769
Klixbüll;535;94;17.570093457943926
Klocksin;182;86;47.252747252747255
Kloster Lehnin;7687;2824;36.73734877065175
Kloster Tempzin;314;152;48.40764331210191
Kloster Veßra;179;111;62.01117318435754
Klosterkumbd;134;32;23.880597014925375
Klosterlechfeld;1913;429;22.425509670674334
Klostermansfeld;1487;622;41.82918628110289
Klotten;430;79;18.372093023255815
Kludenbach;56;12;21.428571428571427
Kluis;237;109;45.9915611814346
Kluse;874;185;21.16704805491991
Klötze, Stadt;6437;2480;38.527264253534256
Klüsserath;405;77;19.012345679012345
Klütz, Stadt;1183;488;41.25105663567202
Kneese;164;73;44.51219512195122
Kneitlingen;407;67;16.461916461916463
Knetzgau;4178;0;0.0
Knittelsheim;353;101;28.611898016997166
Knittlingen, Stadt;4613;1233;26.728809885107307
Knopp-Labach;149;41;27.516778523489933
Knorrendorf;313;170;54.31309904153355
Knöringen;209;40;19.138755980861244
Knüllwald;2962;769;25.962187711006077
Koberg;443;114;25.733634311512414
Kobern-Gondorf;824;181;21.966019417475728
Koblentz;121;55;45.45454545454545
Koblenz, Stadt;64793;9140;14.10646211782137
Kobrow;189;88;46.560846560846564
Kochel a.See;2462;397;16.1251015434606
Kodersdorf;1633;921;56.399265156154314
Kogel;332;147;44.27710843373494
Kohlberg;1486;333;22.409152086137283
Kohlberg, M;814;133;16.33906633906634
Kolbermoor, St;11296;2484;21.990084985835693
Kolbingen;844;199;23.578199052132703
Koldenbüttel;494;68;13.765182186234817
Kolitzheim;4088;810;19.814090019569473
Kolkwitz/Gołkojce;6728;2815;41.84007134363853
Kollig;231;57;24.675324675324674
Kollmar;850;156;18.352941176470587
Kollmoor (in Oelixdorf enthalten);0;0;
Kollnburg;1840;505;27.445652173913043
Kollow;333;35;10.51051051051051
Kollweiler;179;50;27.932960893854748
Kolverath;33;5;15.151515151515152
Kommen;90;17;18.88888888888889
Konken;337;104;30.86053412462908
Konnersreuth, M;1208;236;19.5364238410596
Konradsreuth;2181;505;23.154516276937184
Konstanz, Universitätsstadt;53795;5333;9.91356073984571
Konz, Stadt;5396;1062;19.681245366938473
Konzell;1237;302;24.413904607922394
Kopp;49;15;30.612244897959183
Korb;6429;1012;15.741172810701508
Korbach, Hansestadt, Kreisstadt;13426;3433;25.56978995977953
Korbußen (einschl. Schwaara);313;144;46.00638977635783
Kordel;700;156;22.285714285714285
Korlingen;272;31;11.397058823529411
Korntal-Münchingen, Stadt;11324;1533;13.537619215824797
Kornwestheim, Stadt;16863;2987;17.713336891419083
Korschenbroich, Stadt;23735;2873;12.104487044449126
Korswandt;322;181;56.2111801242236
Korweiler;46;14;30.434782608695652
Kosel;758;137;18.073878627968337
Koserow, Ostseebad;828;390;47.10144927536232
Kospoda;248;132;53.225806451612904
Kottenborn;83;15;18.072289156626507
Kottenheim;862;149;17.28538283062645
Kottgeisering;1150;107;9.304347826086957
Kottmar;4844;2529;52.20891824938068
Kottweiler-Schwanden;806;211;26.17866004962779
Kotzen;330;156;47.27272727272727
Kotzenbüll;97;12;12.371134020618557
Koxhausen (einschl. Muxerath und Nasingen);46;8;17.391304347826086
Kraam;64;18;28.125
Krackow;226;99;43.80530973451327
Kradenbach;81;16;19.753086419753085
Kraftisried;620;124;20.0
Kraftsdorf;2578;1156;44.84096198603569
Kraiburg a.Inn, M;2511;633;25.209080047789726
Kraichtal, Stadt;8949;1962;21.924237344954744
